data,categoria,canal_marketing,investimento_mkt,desconto_medio_pct,receita_vendas
2024-06-24,Esportes,Meta_Ads,400.94,11.02,4071.06
2024-06-25,Moda,Meta_Ads,678.52,12.53,6131.29
2024-06-25,Moda,Organico,0.0,3.25,3215.96
2024-06-25,Beleza_Saude,TikTok_Ads,382.98,14.53,3993.39
2024-06-25,Eletronicos,Meta_Ads,379.64,17.25,5127.98
2024-06-26,Eletronicos,Organico,0.0,13.15,3486.33
2024-06-26,Eletronicos,Email_Marketing,132.47,11.92,3943.41
2024-06-26,Eletronicos,Email_Marketing,140.39,0.18,4699.0
2024-06-26,Moda,Google_Ads,1045.43,14.27,9248.24
2024-06-26,Moda,TikTok_Ads,585.26,17.71,6228.89
2024-06-27,Beleza_Saude,Google_Ads,930.09,14.17,5799.66
2024-06-27,Beleza_Saude,Organico,0.0,15.92,2453.3
2024-06-27,Moda,Google_Ads,455.1,8.3,4524.51
2024-06-27,Moda,Email_Marketing,177.5,5.36,3422.19
2024-06-28,Beleza_Saude,TikTok_Ads,470.75,8.62,3257.48
2024-06-28,Beleza_Saude,Email_Marketing,184.64,14.69,3318.33
2024-06-28,Casa_Decoracao,TikTok_Ads,457.89,13.28,4041.43
2024-06-28,Esportes,Organico,0.0,20.34,2570.54
2024-06-28,Casa_Decoracao,TikTok_Ads,563.43,16.18,4892.85
2024-06-29,Moda,Meta_Ads,689.1,22.08,6909.69
2024-06-29,Beleza_Saude,Google_Ads,720.56,6.49,5052.25
2024-06-29,Beleza_Saude,Google_Ads,817.34,13.78,5525.13
2024-06-29,Moda,TikTok_Ads,563.28,19.24,5654.69
2024-06-29,Eletronicos,TikTok_Ads,368.79,18.81,6990.28
2024-06-29,Moda,Google_Ads,1430.41,6.38,8293.07
2024-06-30,Esportes,Email_Marketing,71.92,10.77,3007.64
2024-06-30,Beleza_Saude,Organico,0.0,7.24,2241.66
2024-06-30,Beleza_Saude,Meta_Ads,673.16,16.25,4564.86
2024-06-30,Esportes,Organico,0.0,12.84,2852.84
2024-06-30,Moda,Organico,0.0,6.88,2591.89
2024-07-01,Eletronicos,Google_Ads,804.53,4.97,5762.68
2024-07-01,Casa_Decoracao,Email_Marketing,157.45,11.6,2882.35
2024-07-01,Moda,Email_Marketing,131.97,15.48,3187.24
2024-07-01,Beleza_Saude,Meta_Ads,635.69,22.85,3867.62
2024-07-02,Moda,Email_Marketing,176.51,25.74,3914.09
2024-07-02,Esportes,Google_Ads,434.79,14.29,4623.53
2024-07-02,Beleza_Saude,TikTok_Ads,385.27,8.77,3223.01
2024-07-02,Esportes,Meta_Ads,563.65,11.14,3923.26
2024-07-02,Moda,Meta_Ads,449.18,12.87,4475.97
2024-07-03,Moda,TikTok_Ads,445.47,8.31,4593.07
2024-07-03,Casa_Decoracao,Email_Marketing,167.26,12.97,2725.63
2024-07-03,Moda,Email_Marketing,157.74,19.31,3873.1
2024-07-03,Moda,Meta_Ads,806.32,10.81,6541.92
2024-07-03,Beleza_Saude,Organico,0.0,7.25,2295.99
2024-07-03,Moda,Organico,0.0,8.84,2923.88
2024-07-04,Beleza_Saude,Meta_Ads,698.3,10.06,4597.41
2024-07-04,Esportes,Organico,0.0,8.51,2960.35
2024-07-04,Eletronicos,Organico,0.0,18.56,4027.28
2024-07-04,Beleza_Saude,Organico,0.0,12.4,2641.89
2024-07-04,Casa_Decoracao,Organico,0.0,6.51,3025.05
2024-07-04,Beleza_Saude,Organico,0.0,13.11,2684.69
2024-07-05,Casa_Decoracao,Organico,0.0,6.97,1859.29
2024-07-05,Moda,Organico,0.0,5.4,3198.97
2024-07-05,Casa_Decoracao,TikTok_Ads,549.26,13.47,5838.78
2024-07-05,Eletronicos,TikTok_Ads,339.27,16.37,5180.3
2024-07-06,Esportes,Organico,0.0,8.96,2322.15
2024-07-06,Moda,Meta_Ads,805.64,13.04,6226.22
2024-07-06,Beleza_Saude,Meta_Ads,471.98,7.6,4981.37
2024-07-06,Moda,Google_Ads,652.96,20.28,5388.13
2024-07-06,Beleza_Saude,Meta_Ads,650.37,17.35,5753.77
2024-07-06,Beleza_Saude,Google_Ads,777.84,10.06,5070.59
2024-07-07,Eletronicos,TikTok_Ads,542.24,9.43,6185.26
2024-07-07,Beleza_Saude,Email_Marketing,147.73,17.64,2931.43
2024-07-07,Moda,Email_Marketing,121.99,16.95,3332.79
2024-07-07,Eletronicos,Email_Marketing,169.75,9.61,4146.81
2024-07-07,Esportes,TikTok_Ads,510.52,12.06,4640.61
2024-07-08,Eletronicos,Meta_Ads,399.29,11.2,5094.39
2024-07-08,Moda,Email_Marketing,113.77,11.12,3548.61
2024-07-08,Esportes,Email_Marketing,149.65,13.53,3814.81
2024-07-08,Esportes,Email_Marketing,137.14,13.39,2724.08
2024-07-08,Casa_Decoracao,Email_Marketing,118.26,9.08,2754.06
2024-07-08,Esportes,TikTok_Ads,544.93,23.75,4239.43
2024-07-09,Casa_Decoracao,Organico,0.0,12.11,2548.82
2024-07-09,Casa_Decoracao,Google_Ads,1099.17,16.86,7000.81
2024-07-09,Beleza_Saude,Organico,0.0,3.46,2248.01
2024-07-09,Moda,TikTok_Ads,484.24,14.77,5399.9
2024-07-09,Eletronicos,Google_Ads,1046.58,13.68,6762.69
2024-07-10,Esportes,Email_Marketing,69.4,21.12,2708.53
2024-07-10,Esportes,Organico,0.0,8.76,2772.42
2024-07-10,Beleza_Saude,Meta_Ads,553.96,14.95,4512.32
2024-07-10,Beleza_Saude,Organico,0.0,21.09,2575.02
2024-07-11,Eletronicos,TikTok_Ads,518.36,13.62,4390.43
2024-07-11,Casa_Decoracao,Google_Ads,321.61,16.22,3865.6
2024-07-11,Moda,Organico,0.0,5.13,3000.2
2024-07-11,Beleza_Saude,Meta_Ads,953.68,14.1,6142.57
2024-07-12,Eletronicos,Email_Marketing,150.32,19.21,4817.21
2024-07-12,Casa_Decoracao,Google_Ads,1052.75,7.02,6901.23
2024-07-12,Casa_Decoracao,Email_Marketing,122.45,9.22,2800.6
2024-07-12,Eletronicos,Email_Marketing,132.2,9.65,5270.42
2024-07-12,Eletronicos,Organico,0.0,13.13,3767.92
2024-07-13,Eletronicos,Meta_Ads,773.42,10.54,6803.75
2024-07-13,Esportes,Email_Marketing,168.51,13.45,2150.38
2024-07-13,Moda,TikTok_Ads,359.84,16.65,4268.62
2024-07-13,Beleza_Saude,Google_Ads,695.25,5.21,3917.85
2024-07-13,Moda,TikTok_Ads,247.28,11.49,3469.22
2024-07-13,Beleza_Saude,Google_Ads,606.68,11.66,4765.55
2024-07-14,Beleza_Saude,TikTok_Ads,688.64,15.03,5292.04
2024-07-14,Moda,Email_Marketing,133.86,4.58,3153.78
2024-07-14,Eletronicos,TikTok_Ads,650.83,4.36,5206.76
2024-07-14,Beleza_Saude,Meta_Ads,670.52,7.08,4084.55
2024-07-14,Eletronicos,Meta_Ads,581.17,5.17,5092.18
2024-07-15,Esportes,Google_Ads,940.69,12.51,6052.79
2024-07-15,Beleza_Saude,Organico,0.0,6.77,2055.41
2024-07-15,Casa_Decoracao,TikTok_Ads,478.88,3.39,3587.54
2024-07-15,Casa_Decoracao,Email_Marketing,189.25,15.8,3823.97
2024-07-15,Casa_Decoracao,Google_Ads,682.18,9.67,3706.85
2024-07-15,Beleza_Saude,Organico,0.0,17.48,2697.54
2024-07-16,Eletronicos,Organico,0.0,13.62,5442.73
2024-07-16,Eletronicos,Meta_Ads,330.54,11.59,5261.72
2024-07-16,Esportes,TikTok_Ads,331.99,6.23,3090.82
2024-07-16,Casa_Decoracao,Organico,0.0,11.46,2333.03
2024-07-16,Casa_Decoracao,Meta_Ads,701.66,15.25,5762.55
2024-07-17,Beleza_Saude,Organico,0.0,12.16,2025.95
2024-07-17,Eletronicos,Google_Ads,844.65,3.29,6278.5
2024-07-17,Beleza_Saude,Email_Marketing,109.05,12.68,3068.75
2024-07-17,Eletronicos,Google_Ads,929.2,0.14,9154.83
2024-07-17,Esportes,Meta_Ads,697.98,8.12,5037.51
2024-07-18,Casa_Decoracao,Meta_Ads,678.63,14.88,5084.93
2024-07-18,Moda,Meta_Ads,832.36,13.85,5511.21
2024-07-18,Esportes,Organico,0.0,7.49,2685.01
2024-07-18,Casa_Decoracao,TikTok_Ads,325.36,18.11,4112.11
2024-07-19,Moda,Organico,0.0,14.44,3405.61
2024-07-19,Casa_Decoracao,Meta_Ads,507.12,13.74,4434.31
2024-07-19,Casa_Decoracao,TikTok_Ads,605.86,11.42,4551.45
2024-07-19,Eletronicos,Email_Marketing,170.28,16.38,4294.62
2024-07-20,Moda,Email_Marketing,147.71,14.87,3886.71
2024-07-20,Beleza_Saude,Email_Marketing,110.0,17.51,2677.53
2024-07-20,Esportes,Organico,0.0,8.45,2469.82
2024-07-20,Moda,Google_Ads,799.08,13.85,6302.17
2024-07-20,Moda,Google_Ads,921.72,25.88,6887.01
2024-07-21,Eletronicos,TikTok_Ads,574.59,1.88,6001.31
2024-07-21,Casa_Decoracao,Organico,0.0,5.63,2605.78
2024-07-21,Eletronicos,Email_Marketing,131.56,9.57,4535.13
2024-07-21,Esportes,Meta_Ads,548.29,12.48,4082.35
2024-07-21,Esportes,Meta_Ads,562.5,16.96,5411.4
2024-07-22,Moda,TikTok_Ads,286.42,6.71,4215.56
2024-07-22,Esportes,Email_Marketing,117.4,10.29,2987.46
2024-07-22,Casa_Decoracao,Email_Marketing,119.82,6.27,3129.79
2024-07-22,Eletronicos,Organico,0.0,18.22,4601.13
2024-07-23,Moda,Google_Ads,995.84,15.28,7451.66
2024-07-23,Beleza_Saude,Google_Ads,910.17,5.59,5443.9
2024-07-23,Esportes,TikTok_Ads,420.82,15.32,3598.72
2024-07-23,Beleza_Saude,Google_Ads,890.41,10.59,3984.12
2024-07-23,Beleza_Saude,Organico,0.0,11.87,2680.17
2024-07-23,Eletronicos,Email_Marketing,87.55,10.54,4173.01
2024-07-24,Moda,Email_Marketing,160.13,9.13,3296.5
2024-07-24,Eletronicos,Email_Marketing,200.95,10.23,3915.86
2024-07-24,Beleza_Saude,Organico,0.0,18.73,1894.1
2024-07-24,Beleza_Saude,Google_Ads,1194.56,14.08,7867.77
2024-07-24,Moda,Email_Marketing,205.02,16.86,3700.94
2024-07-24,Esportes,TikTok_Ads,652.21,13.27,5694.2
2024-07-25,Eletronicos,Meta_Ads,844.98,10.93,8554.76
2024-07-25,Casa_Decoracao,TikTok_Ads,311.21,11.71,3810.2
2024-07-25,Moda,Google_Ads,644.66,11.42,4571.81
2024-07-25,Moda,TikTok_Ads,579.65,5.31,5656.92
2024-07-25,Casa_Decoracao,TikTok_Ads,490.84,9.76,3702.14
2024-07-25,Beleza_Saude,Organico,0.0,8.74,1823.17
2024-07-26,Eletronicos,TikTok_Ads,631.43,10.78,6758.83
2024-07-26,Eletronicos,Meta_Ads,538.47,7.78,6094.38
2024-07-26,Beleza_Saude,Meta_Ads,662.64,12.03,5348.49
2024-07-26,Casa_Decoracao,Organico,0.0,13.6,2398.55
2024-07-26,Casa_Decoracao,Meta_Ads,511.98,10.58,4124.43
2024-07-27,Moda,TikTok_Ads,657.84,16.38,4930.75
2024-07-27,Eletronicos,Email_Marketing,178.66,11.16,3313.79
2024-07-27,Esportes,Google_Ads,831.77,8.88,5436.31
2024-07-27,Eletronicos,TikTok_Ads,706.43,13.12,5688.16
2024-07-27,Moda,Organico,0.0,13.81,2425.92
2024-07-27,Moda,Email_Marketing,89.77,7.11,3537.08
2024-07-28,Moda,Email_Marketing,117.16,17.74,2794.14
2024-07-28,Moda,Organico,0.0,10.67,3319.55
2024-07-28,Esportes,TikTok_Ads,429.54,14.08,3355.3
2024-07-28,Beleza_Saude,Meta_Ads,1019.52,10.8,6043.61
2024-07-28,Beleza_Saude,TikTok_Ads,706.84,9.07,6028.99
2024-07-29,Moda,Organico,0.0,9.01,3677.71
2024-07-29,Beleza_Saude,Google_Ads,510.61,11.7,3246.12
2024-07-29,Esportes,Meta_Ads,863.66,11.96,5802.35
2024-07-29,Moda,Organico,0.0,9.03,3592.88
2024-07-29,Beleza_Saude,Organico,0.0,10.83,3121.53
2024-07-29,Esportes,Email_Marketing,143.96,5.13,2958.63
2024-07-30,Moda,Google_Ads,765.45,8.54,6238.01
2024-07-30,Beleza_Saude,Organico,0.0,6.21,2242.8
2024-07-30,Casa_Decoracao,Organico,0.0,14.79,1585.23
2024-07-30,Casa_Decoracao,Google_Ads,553.03,16.79,4111.16
2024-07-30,Moda,Meta_Ads,682.98,5.71,5842.58
2024-07-31,Beleza_Saude,Organico,0.0,8.06,2497.91
2024-07-31,Esportes,Meta_Ads,833.66,8.63,4828.86
2024-07-31,Eletronicos,Email_Marketing,125.54,3.97,3471.28
2024-07-31,Casa_Decoracao,Organico,0.0,10.53,2655.29
2024-07-31,Beleza_Saude,Google_Ads,886.69,9.46,5099.5
2024-08-01,Moda,Organico,0.0,13.19,2660.7
2024-08-01,Moda,TikTok_Ads,365.09,18.44,4818.25
2024-08-01,Eletronicos,Meta_Ads,561.01,13.1,4795.77
2024-08-01,Esportes,TikTok_Ads,252.87,17.42,3581.95
2024-08-01,Eletronicos,Email_Marketing,148.21,13.16,6834.76
2024-08-01,Eletronicos,Email_Marketing,182.59,6.77,3416.18
2024-08-02,Esportes,Email_Marketing,189.55,8.38,3364.16
2024-08-02,Esportes,Meta_Ads,809.68,9.28,6278.21
2024-08-02,Beleza_Saude,Google_Ads,822.97,14.46,4349.22
2024-08-02,Esportes,Meta_Ads,687.73,8.62,5246.71
2024-08-03,Esportes,Organico,0.0,7.59,1985.26
2024-08-03,Eletronicos,Google_Ads,822.91,12.9,7035.96
2024-08-03,Casa_Decoracao,Meta_Ads,519.22,14.18,4651.83
2024-08-03,Beleza_Saude,Email_Marketing,160.87,14.97,2783.06
2024-08-03,Esportes,Email_Marketing,131.67,17.54,2655.74
2024-08-03,Beleza_Saude,Meta_Ads,573.76,18.17,4182.22
2024-08-04,Casa_Decoracao,Google_Ads,780.28,12.25,6033.24
2024-08-04,Moda,Google_Ads,1015.71,10.36,3380.04
2024-08-04,Moda,Organico,0.0,18.04,2977.15
2024-08-04,Esportes,Google_Ads,732.17,17.83,5246.6
2024-08-04,Esportes,Google_Ads,381.49,4.47,3912.64
2024-08-04,Eletronicos,TikTok_Ads,491.64,19.27,5432.06
2024-08-05,Esportes,Organico,0.0,17.18,2031.27
2024-08-05,Casa_Decoracao,Google_Ads,559.08,7.35,4541.68
2024-08-05,Casa_Decoracao,TikTok_Ads,330.41,16.77,3371.49
2024-08-05,Moda,Meta_Ads,686.46,9.1,5328.48
2024-08-05,Esportes,Email_Marketing,89.87,17.01,2418.63
2024-08-06,Esportes,Google_Ads,794.24,5.36,5721.22
2024-08-06,Moda,Meta_Ads,617.69,3.46,5210.36
2024-08-06,Esportes,Meta_Ads,813.57,18.41,5339.34
2024-08-06,Moda,TikTok_Ads,518.16,12.25,5928.2
2024-08-07,Casa_Decoracao,Meta_Ads,617.75,7.59,4903.58
2024-08-07,Beleza_Saude,TikTok_Ads,573.64,11.22,5307.24
2024-08-07,Casa_Decoracao,Meta_Ads,517.99,10.57,4678.94
2024-08-07,Esportes,Email_Marketing,164.74,12.24,2452.27
2024-08-07,Esportes,Meta_Ads,1029.93,10.82,6337.96
2024-08-07,Esportes,Email_Marketing,173.13,8.82,3032.72
2024-08-08,Beleza_Saude,TikTok_Ads,369.18,7.86,2824.67
2024-08-08,Casa_Decoracao,TikTok_Ads,411.18,0.0,3662.29
2024-08-08,Eletronicos,Organico,0.0,12.75,4063.99
2024-08-08,Esportes,Email_Marketing,197.14,24.97,3957.3
2024-08-08,Moda,Email_Marketing,133.01,9.53,3782.65
2024-08-09,Beleza_Saude,TikTok_Ads,289.58,7.22,3428.43
2024-08-09,Beleza_Saude,Meta_Ads,669.67,14.48,3587.88
2024-08-09,Eletronicos,Organico,0.0,2.07,3696.63
2024-08-09,Casa_Decoracao,Meta_Ads,756.91,17.23,5850.65
2024-08-10,Beleza_Saude,Google_Ads,935.08,9.41,6804.44
2024-08-10,Esportes,Organico,0.0,12.79,1960.45
2024-08-10,Eletronicos,Meta_Ads,684.35,17.31,6401.37
2024-08-10,Eletronicos,Email_Marketing,200.67,18.46,6179.79
2024-08-10,Moda,Email_Marketing,161.45,14.94,4312.37
2024-08-10,Moda,Organico,0.0,9.49,2661.79
2024-08-11,Casa_Decoracao,Organico,0.0,11.16,2036.65
2024-08-11,Moda,TikTok_Ads,451.83,16.4,5547.75
2024-08-11,Beleza_Saude,Google_Ads,1048.94,18.18,6233.71
2024-08-11,Casa_Decoracao,Meta_Ads,877.26,19.98,6253.9
2024-08-11,Casa_Decoracao,TikTok_Ads,647.15,12.21,6065.79
2024-08-11,Beleza_Saude,TikTok_Ads,479.79,8.95,3313.26
2024-08-12,Eletronicos,TikTok_Ads,478.3,6.62,6515.57
2024-08-12,Moda,Meta_Ads,846.93,17.16,6168.5
2024-08-12,Moda,Organico,0.0,6.68,2982.94
2024-08-12,Eletronicos,Email_Marketing,156.36,26.22,5784.28
2024-08-13,Beleza_Saude,Email_Marketing,161.82,21.29,3444.85
2024-08-13,Esportes,Google_Ads,816.82,10.32,7878.71
2024-08-13,Eletronicos,Organico,0.0,8.66,3811.85
2024-08-13,Eletronicos,Organico,0.0,0.0,3925.87
2024-08-14,Esportes,TikTok_Ads,722.81,11.13,4849.28
2024-08-14,Moda,Organico,0.0,13.42,2674.4
2024-08-14,Eletronicos,Email_Marketing,150.82,15.94,4777.99
2024-08-14,Beleza_Saude,TikTok_Ads,505.35,14.47,4625.11
2024-08-14,Esportes,Email_Marketing,147.65,9.63,3009.69
2024-08-14,Beleza_Saude,Email_Marketing,90.23,10.95,1620.04
2024-08-15,Eletronicos,TikTok_Ads,290.53,15.58,7084.47
2024-08-15,Beleza_Saude,Google_Ads,1237.02,8.57,8406.67
2024-08-15,Moda,Organico,0.0,14.5,2189.85
2024-08-15,Beleza_Saude,Organico,0.0,7.94,2473.25
2024-08-15,Esportes,Organico,0.0,1.63,2264.46
2024-08-15,Eletronicos,Organico,0.0,11.07,4436.33
2024-08-16,Moda,Organico,0.0,11.31,2699.86
2024-08-16,Beleza_Saude,Organico,0.0,17.23,2200.63
2024-08-16,Eletronicos,Google_Ads,531.79,15.72,5951.74
2024-08-16,Casa_Decoracao,Email_Marketing,151.18,20.04,3271.16
2024-08-17,Moda,Email_Marketing,160.84,13.67,4313.4
2024-08-17,Eletronicos,TikTok_Ads,375.8,12.68,5519.72
2024-08-17,Esportes,Meta_Ads,476.25,16.78,5814.58
2024-08-17,Moda,Google_Ads,796.6,14.53,6042.03
2024-08-17,Eletronicos,Email_Marketing,123.24,2.9,3803.65
2024-08-17,Moda,Organico,0.0,20.52,2980.07
2024-08-18,Eletronicos,Meta_Ads,593.79,7.55,6749.38
2024-08-18,Casa_Decoracao,Organico,0.0,10.79,3342.31
2024-08-18,Moda,Email_Marketing,174.16,15.28,4353.29
2024-08-18,Casa_Decoracao,TikTok_Ads,703.84,13.31,5879.6
2024-08-18,Beleza_Saude,TikTok_Ads,674.54,6.19,3426.34
2024-08-19,Moda,Organico,0.0,7.31,2543.56
2024-08-19,Beleza_Saude,Meta_Ads,749.19,11.75,4426.02
2024-08-19,Casa_Decoracao,Google_Ads,917.7,15.33,5818.45
2024-08-19,Eletronicos,Google_Ads,827.58,14.6,7690.92
2024-08-19,Eletronicos,Email_Marketing,151.52,19.16,5189.6
2024-08-19,Beleza_Saude,Organico,0.0,9.78,2037.08
2024-08-20,Esportes,Organico,0.0,12.62,2375.21
2024-08-20,Moda,Email_Marketing,142.07,15.73,3669.95
2024-08-20,Esportes,Email_Marketing,235.34,7.74,3466.39
2024-08-20,Esportes,TikTok_Ads,433.85,7.65,3935.1
2024-08-20,Esportes,Organico,0.0,26.59,2536.91
2024-08-20,Eletronicos,Organico,0.0,13.37,2790.15
2024-08-21,Beleza_Saude,TikTok_Ads,375.99,9.23,2983.92
2024-08-21,Casa_Decoracao,Google_Ads,851.22,18.84,5090.21
2024-08-21,Moda,Organico,0.0,17.45,3677.96
2024-08-21,Eletronicos,Email_Marketing,75.18,14.3,4505.53
2024-08-22,Beleza_Saude,Google_Ads,616.4,20.66,4328.99
2024-08-22,Casa_Decoracao,Meta_Ads,643.29,14.78,4614.87
2024-08-22,Eletronicos,Email_Marketing,80.75,9.86,4930.66
2024-08-22,Casa_Decoracao,Meta_Ads,595.25,7.77,5343.88
2024-08-23,Beleza_Saude,Google_Ads,820.71,4.6,3814.42
2024-08-23,Beleza_Saude,Google_Ads,764.64,8.83,5471.51
2024-08-23,Beleza_Saude,Organico,0.0,8.14,2256.43
2024-08-23,Esportes,Google_Ads,716.35,22.33,5707.25
2024-08-23,Casa_Decoracao,Email_Marketing,91.48,21.1,2773.54
2024-08-24,Esportes,Email_Marketing,113.45,21.04,3207.54
2024-08-24,Casa_Decoracao,Meta_Ads,478.39,10.72,4536.56
2024-08-24,Moda,Email_Marketing,227.56,5.01,4251.25
2024-08-24,Eletronicos,TikTok_Ads,522.49,16.19,6026.96
2024-08-24,Beleza_Saude,Email_Marketing,118.41,15.75,3022.27
2024-08-25,Casa_Decoracao,Google_Ads,502.61,2.45,4621.09
2024-08-25,Casa_Decoracao,Meta_Ads,1065.63,14.18,8319.22
2024-08-25,Esportes,Meta_Ads,834.21,9.41,6498.14
2024-08-25,Beleza_Saude,Meta_Ads,572.23,9.71,4205.9
2024-08-25,Beleza_Saude,Meta_Ads,623.81,15.31,4206.07
2024-08-25,Moda,Email_Marketing,183.34,16.37,3858.79
2024-08-26,Beleza_Saude,Google_Ads,505.9,5.69,3536.87
2024-08-26,Esportes,TikTok_Ads,509.87,8.79,4667.33
2024-08-26,Esportes,TikTok_Ads,628.36,15.0,6027.23
2024-08-26,Moda,TikTok_Ads,551.98,5.92,5777.21
2024-08-26,Moda,TikTok_Ads,424.36,16.55,5686.98
2024-08-26,Eletronicos,Organico,0.0,4.52,3321.18
2024-08-27,Eletronicos,TikTok_Ads,138.06,11.57,4234.88
2024-08-27,Eletronicos,Email_Marketing,137.69,6.94,4944.1
2024-08-27,Eletronicos,Email_Marketing,240.95,7.83,5818.81
2024-08-27,Beleza_Saude,Organico,0.0,12.18,2137.11
2024-08-27,Esportes,Email_Marketing,146.88,17.75,2536.31
2024-08-28,Beleza_Saude,Meta_Ads,605.31,14.04,4194.91
2024-08-28,Esportes,Organico,0.0,17.99,2659.95
2024-08-28,Eletronicos,TikTok_Ads,583.2,11.14,7098.61
2024-08-28,Esportes,Meta_Ads,555.64,13.69,6288.94
2024-08-29,Beleza_Saude,Email_Marketing,170.21,9.44,2505.91
2024-08-29,Eletronicos,Organico,0.0,15.85,3457.54
2024-08-29,Casa_Decoracao,Google_Ads,885.56,3.49,5141.89
2024-08-29,Eletronicos,Google_Ads,734.1,20.37,6799.54
2024-08-29,Moda,TikTok_Ads,224.84,2.01,3546.93
2024-08-29,Eletronicos,Email_Marketing,173.02,13.88,4836.81
2024-08-30,Moda,Google_Ads,1032.45,11.77,6875.09
2024-08-30,Beleza_Saude,Organico,0.0,7.36,2130.19
2024-08-30,Eletronicos,Google_Ads,500.51,18.82,5844.06
2024-08-30,Esportes,Email_Marketing,131.67,19.94,2469.66
2024-08-31,Eletronicos,Meta_Ads,467.09,15.65,5943.05
2024-08-31,Casa_Decoracao,Organico,0.0,13.98,2895.07
2024-08-31,Beleza_Saude,Google_Ads,964.28,6.67,5736.67
2024-08-31,Eletronicos,Email_Marketing,137.54,17.22,4992.94
2024-09-01,Moda,Organico,0.0,5.35,1876.24
2024-09-01,Casa_Decoracao,TikTok_Ads,412.57,12.81,4203.29
2024-09-01,Casa_Decoracao,Email_Marketing,155.6,4.94,3397.23
2024-09-01,Casa_Decoracao,Email_Marketing,158.99,15.67,2316.06
2024-09-02,Eletronicos,Email_Marketing,161.68,13.04,4148.79
2024-09-02,Moda,Organico,0.0,9.96,2288.73
2024-09-02,Moda,TikTok_Ads,464.53,14.93,4236.66
2024-09-02,Eletronicos,Google_Ads,975.64,8.15,6800.09
2024-09-03,Moda,Meta_Ads,480.01,11.11,5131.73
2024-09-03,Casa_Decoracao,TikTok_Ads,620.49,11.9,4331.5
2024-09-03,Beleza_Saude,Organico,0.0,8.57,2003.56
2024-09-03,Esportes,Google_Ads,821.41,10.27,6002.31
2024-09-03,Eletronicos,TikTok_Ads,423.38,11.71,6594.03
2024-09-03,Casa_Decoracao,Organico,0.0,11.7,2336.57
2024-09-04,Casa_Decoracao,TikTok_Ads,420.85,22.07,4805.23
2024-09-04,Beleza_Saude,Organico,0.0,8.02,2428.76
2024-09-04,Beleza_Saude,Email_Marketing,165.86,12.81,3822.38
2024-09-04,Casa_Decoracao,Email_Marketing,126.84,11.63,2146.49
2024-09-04,Beleza_Saude,Email_Marketing,193.52,8.01,3372.3
2024-09-04,Beleza_Saude,Email_Marketing,185.7,23.75,3447.73
2024-09-05,Esportes,Email_Marketing,136.65,15.1,2024.4
2024-09-05,Casa_Decoracao,TikTok_Ads,648.02,17.18,5181.03
2024-09-05,Moda,Organico,0.0,14.64,2885.74
2024-09-05,Eletronicos,Email_Marketing,98.48,16.84,5459.95
2024-09-05,Casa_Decoracao,Email_Marketing,104.68,4.94,2789.98
2024-09-06,Eletronicos,Email_Marketing,116.94,18.62,4403.84
2024-09-06,Beleza_Saude,Google_Ads,396.72,9.47,4337.51
2024-09-06,Casa_Decoracao,TikTok_Ads,543.08,14.02,5591.78
2024-09-06,Esportes,Meta_Ads,481.6,6.74,2704.35
2024-09-06,Eletronicos,Email_Marketing,182.89,14.81,5299.4
2024-09-07,Eletronicos,Organico,0.0,8.89,4461.11
2024-09-07,Esportes,Email_Marketing,150.72,5.05,2697.21
2024-09-07,Casa_Decoracao,Email_Marketing,170.32,10.9,2883.4
2024-09-07,Eletronicos,Organico,0.0,20.09,4492.89
2024-09-07,Esportes,TikTok_Ads,662.62,9.11,4812.92
2024-09-07,Casa_Decoracao,Google_Ads,794.29,12.59,5939.57
2024-09-08,Beleza_Saude,TikTok_Ads,385.13,9.93,4005.93
2024-09-08,Beleza_Saude,Email_Marketing,156.21,25.03,3149.15
2024-09-08,Eletronicos,Meta_Ads,566.3,15.2,6833.84
2024-09-08,Esportes,Email_Marketing,144.09,6.53,2635.5
2024-09-08,Beleza_Saude,Organico,0.0,3.26,2061.45
2024-09-09,Moda,Meta_Ads,694.38,7.01,5343.85
2024-09-09,Eletronicos,Google_Ads,693.38,10.28,6189.39
2024-09-09,Moda,Meta_Ads,490.76,2.21,4027.71
2024-09-09,Eletronicos,Email_Marketing,157.25,5.26,4446.51
2024-09-09,Moda,Organico,0.0,17.12,3711.26
2024-09-10,Beleza_Saude,Organico,0.0,8.23,2330.2
2024-09-10,Esportes,TikTok_Ads,640.62,3.29,4862.06
2024-09-10,Beleza_Saude,TikTok_Ads,465.42,12.57,4286.22
2024-09-10,Moda,Meta_Ads,619.42,11.48,5036.4
2024-09-10,Beleza_Saude,Google_Ads,994.06,14.09,6251.23
2024-09-10,Casa_Decoracao,TikTok_Ads,341.13,10.11,4325.75
2024-09-11,Eletronicos,Email_Marketing,151.41,5.53,4366.12
2024-09-11,Moda,TikTok_Ads,539.9,12.98,5913.78
2024-09-11,Esportes,Meta_Ads,1072.1,15.36,7714.53
2024-09-11,Beleza_Saude,Meta_Ads,1063.31,6.97,6183.85
2024-09-11,Esportes,Google_Ads,704.4,16.21,5384.92
2024-09-11,Esportes,Google_Ads,636.31,12.05,5554.85
2024-09-12,Esportes,Organico,0.0,0.0,2243.11
2024-09-12,Moda,Email_Marketing,208.62,18.99,4037.16
2024-09-12,Casa_Decoracao,Meta_Ads,561.97,14.43,4553.46
2024-09-12,Casa_Decoracao,Meta_Ads,566.53,17.31,4456.31
